,age,gender,occupation,line_of_work,time_bp,time_dp,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw,Unnamed: 19,time_bp.1,travel+work
178,19-25,Male,Working Professional,Architecture,11,7,1.5,4,5,0.0,0.0,0.0,-1.0,-1.0,0.0,101,1101,Complete Physical Attendance,No,,11,
179,19-25,Female,Student in College,,7,5,2.5,1,5,-1.0,-0.5,0.5,0.5,-0.5,0.0,100,1111,Complete Physical Attendance,No,,7,
180,19-25,Male,Student in College,,7,4,1.5,2,1,0.0,1.0,1.0,0.5,0.5,0.0,1101,1010,Work/study from home,Maybe,,7,
181,12-18,Male,Student in College,,5,4,0.5,1,3,-0.5,-0.5,-0.5,0.5,0.5,0.5,1100,1001,Complete Physical Attendance,Maybe,,5,
182,19-25,Female,Student in College,,9,5,1.5,3,5,-0.5,-0.5,0.5,0.5,0.0,0.5,10,1111,Complete Physical Attendance,Maybe,,9,
183,19-25,Male,Student in College,,5,7,0.5,2,3,0.0,-1.0,0.0,1.0,0.0,0.0,100,1101,Complete Physical Attendance,No,,5,
184,19-25,Male,Student in College,,7,5,0.5,2,1,0.5,0.5,1.0,1.0,0.5,1.0,1000,1000,Work/study from home,Yes,,7,
185,19-25,Male,Student in College,,4,9,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,100,Complete Physical Attendance,Yes,,4,
186,19-25,Male,Student in College,,7,9,0.5,4,5,-1.0,0.0,-1.0,-0.5,-0.5,-0.5,1010,1111,Complete Physical Attendance,No,,7,
187,19-25,Male,Student in College,,7,11,3.0,2,2,0.0,-0.5,-1.0,-1.0,-0.5,-1.0,1000,1001,Work/study from home,Yes,,7,
188,19-25,Male,Student in College,,7,4,0.5,3,4,0.0,0.0,0.0,1.0,0.5,0.5,1100,11,Complete Physical Attendance,Maybe,,7,
189,19-25,Male,Student in College,,7,9,0.5,3,3,0.0,0.5,-0.5,0.5,0.5,0.5,1000,1110,Complete Physical Attendance,Maybe,,7,
190,19-25,Male,Student in College,,9,5,3.0,3,3,-0.5,0.0,0.5,0.5,0.5,0.0,1111,1101,Complete Physical Attendance,Maybe,,9,
191,19-25,Female,Working Professional,Architect,7,4,0.5,1,1,0.0,-1.0,1.0,1.0,0.5,0.5,1111,111,Complete Physical Attendance,Yes,,7,
192,19-25,Male,Student in College,,7,4,1.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1111,100,Work/study from home,Yes,,7,
193,19-25,Female,Student in College,,7,5,0.5,3,4,0.0,0.0,0.5,0.5,0.5,0.5,110,1001,Work/study from home,Yes,,7,
194,19-25,Male,Working Professional,Engineering,7,9,0.5,2,4,0.0,0.5,-0.5,0.0,-0.5,0.0,1010,1011,Complete Physical Attendance,Yes,,7,
195,19-25,Male,Student in College,,9,4,0.5,3,3,0.5,-0.5,0.5,0.5,0.5,0.0,111,1100,Complete Physical Attendance,Yes,,9,
196,19-25,Male,Student in College,,7,7,1.5,3,4,-0.5,0.5,1.0,1.0,-0.5,-0.5,1010,1110,Complete Physical Attendance,Yes,,7,
197,12-18,Female,Student in School,,5,4,0.5,4,4,-1.0,-0.5,0.0,0.0,-1.0,0.5,1000,1101,Complete Physical Attendance,Maybe,,5,
198,19-25,Female,Currently Out of Work,,7,4,0.5,2,3,0.0,-1.0,0.5,1.0,0.0,0.0,1111,1000,Complete Physical Attendance,Yes,,7,
199,19-25,Male,Student in College,,9,9,0.5,4,3,-0.5,-0.5,-1.0,-0.5,0.0,-1.0,100,100,Complete Physical Attendance,No,,9,
200,19-25,Male,Entrepreneur,,4,4,0.5,2,1,1.0,0.5,0.5,0.0,0.5,0.0,1101,1100,Work/study from home,Maybe,,4,
201,19-25,Male,Student in College,,9,4,0.5,3,2,-0.5,-0.5,0.5,0.5,0.0,0.5,1111,1111,Complete Physical Attendance,Maybe,,9,
202,19-25,Male,Student in College,,7,4,0.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1100,1111,Complete Physical Attendance,Maybe,,7,
203,19-25,Male,Currently Out of Work,,9,4,1.5,5,3,-0.5,-0.5,0.5,0.5,0.0,0.5,1000,1,Complete Physical Attendance,Yes,,9,
204,19-25,Female,Student in College,,5,4,0.5,3,1,0.0,1.0,0.5,0.5,0.0,0.5,1100,1000,Complete Physical Attendance,Maybe,,5,
205,19-25,Female,Student in College,,7,7,0.5,3,2,0.5,0.5,0.5,0.5,0.5,0.5,1110,1111,Complete Physical Attendance,Yes,,7,
206,19-25,Male,Student in College,,5,5,0.5,3,3,0.0,0.0,0.0,0.0,0.0,0.0,100,1,Complete Physical Attendance,Maybe,,5,
207,60+,Prefer not to say,Homemaker,,12,12,3.0,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1111,1111,Complete Physical Attendance,Maybe,,12,
208,19-25,Male,Student in College,,5,4,0.5,2,3,0.0,-0.5,0.0,0.0,0.0,0.0,1010,1110,Complete Physical Attendance,Yes,,5,
209,19-25,Male,Student in College,,7,4,0.5,3,4,-0.5,-1.0,0.5,0.5,-0.5,0.5,1110,1111,Complete Physical Attendance,No,,7,
210,40-50,Female,Homemaker,,7,9,0.5,3,3,0.0,-0.5,0.5,1.0,0.5,-0.5,1100,101,Complete Physical Attendance,Yes,,7,
211,40-50,Male,Working Professional,Engineering,9,11,2.5,3,3,-0.5,-0.5,1.0,0.5,-1.0,0.5,1100,1001,Complete Physical Attendance,Yes,,9,
212,19-25,Male,Student in College,,5,7,0.5,1,3,0.5,-0.5,0.5,0.5,0.5,0.5,1100,110,Work/study from home,Yes,,5,
213,19-25,Male,Student in College,,5,5,2.5,2,2,0.5,-0.5,1.0,0.5,0.5,0.5,1100,11,Work/study from home,Yes,,5,
214,19-25,Male,Entrepreneur,,7,5,0.5,3,3,-0.5,-1.0,0.5,0.0,-0.5,0.0,1100,111,Complete Physical Attendance,Maybe,,7,
215,12-18,Male,Student in School,,7,5,0.5,3,3,0.5,0.0,1.0,1.0,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
216,19-25,Female,Student in College,,7,4,1.5,2,4,-0.5,0.5,0.0,1.0,-1.0,0.0,100,10,Complete Physical Attendance,No,,7,
217,19-25,Male,Student in College,,9,4,2.5,5,3,-1.0,-1.0,-1.0,0.5,0.0,-1.0,1,1000,Complete Physical Attendance,Maybe,,9,
218,12-18,Male,Student in School,,7,5,0.5,2,1,0.0,0.5,0.5,1.0,0.5,0.5,1000,111,Complete Physical Attendance,Yes,,7,
219,12-18,Male,Student in College,,7,5,0.5,2,3,0.0,0.0,0.0,0.0,0.0,0.0,10,1000,Complete Physical Attendance,Maybe,,7,
220,12-18,Prefer not to say,Student in School,,7,4,0.5,1,1,-0.5,-1.0,-0.5,0.0,0.0,0.5,1,10,Work/study from home,Yes,,7,
221,40-50,Male,Working Professional,Engineering,9,12,1.5,3,3,0.0,0.5,-1.0,-1.0,-1.0,-1.0,1000,1000,Work/study from home,Yes,,9,
222,19-25,Male,Student in College,,7,4,0.5,4,2,-1.0,-0.5,-1.0,0.0,0.0,-0.5,1110,110,Work/study from home,Yes,,7,
223,19-25,Male,Working Professional,Architect,7,7,1.5,4,2,-0.5,0.0,-0.5,0.0,-0.5,-0.5,1000,1000,Work/study from home,Maybe,,7,
224,12-18,Male,Student in School,,11,7,0.5,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1010,1111,Complete Physical Attendance,No,,11,
225,19-25,Male,Student in College,,5,4,0.5,2,3,0.0,0.5,0.5,0.5,0.0,0.5,1100,1110,Complete Physical Attendance,No,,5,
226,12-18,Female,Student in College,,4,4,1.5,1,3,0.0,-0.5,1.0,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,4,
227,12-18,Male,Student in School,,7,7,0.5,1,3,0.0,-0.5,0.5,0.0,0.5,-0.5,1010,1110,Complete Physical Attendance,No,,7,
228,12-18,Male,Student in School,,5,5,0.5,2,3,0.0,0.0,0.5,1.0,0.5,0.5,10,11,Work/study from home,Maybe,,5,
229,12-18,Male,Student in School,,7,7,0.5,3,3,0.0,0.0,0.0,0.0,0.5,0.5,10,1,Complete Physical Attendance,Maybe,,7,
230,12-18,Female,Student in College,,7,5,0.5,3,4,0.0,0.5,0.5,0.5,-0.5,0.5,1,10,Complete Physical Attendance,No,,7,
231,12-18,Male,Student in College,,4,5,1.5,2,5,-1.0,-0.5,1.0,0.0,-1.0,0.5,1000,1000,Complete Physical Attendance,Maybe,,4,
232,12-18,Male,Student in College,,4,7,0.5,4,4,0.0,-1.0,0.5,0.5,0.0,0.5,1100,1001,Complete Physical Attendance,Maybe,,4,
233,12-18,Female,Student in College,,9,12,0.5,3,2,0.0,0.5,0.0,0.5,0.0,-0.5,1100,1001,Complete Physical Attendance,No,,9,
234,26-32,Female,Working Professional,Engineering,7,9,1.5,2,2,0.5,-0.5,1.0,0.0,-0.5,0.0,10,1011,Work/study from home,Maybe,,7,
235,19-25,Male,Student in College,,7,7,0.5,1,1,-0.5,0.0,1.0,1.0,0.0,0.0,100,1000,Work/study from home,Yes,,7,
236,33-40,Female,Working Professional,Teaching,7,9,1.5,4,4,-0.5,-0.5,-1.0,0.0,-0.5,-0.5,1,1,Complete Physical Attendance,No,,7,
237,19-25,Male,Student in College,,4,4,0.5,1,5,-1.0,-1.0,-0.5,1.0,-1.0,-1.0,1000,1111,Complete Physical Attendance,Yes,,4,
238,19-25,Female,Working Professional,Teaching,7,9,1.5,5,5,-1.0,-1.0,0.5,0.5,-1.0,-1.0,1000,1001,Complete Physical Attendance,No,,7,
239,19-25,Prefer not to say,Student in College,,7,7,0.5,1,3,1.0,0.5,1.0,1.0,1.0,1.0,100,10,Work/study from home,Yes,,7,
240,12-18,Male,Student in College,,9,5,0.5,2,2,-0.5,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Yes,,9,
241,50-60,Male,Retired/Senior Citizen,,12,12,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1000,1,Complete Physical Attendance,No,,12,
242,19-25,Female,Working Professional,Management,9,9,1.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1010,111,Work/study from home,Yes,,9,
243,19-25,Female,Student in College,,4,7,2.5,2,5,1.0,1.0,1.0,1.0,1.0,1.0,1111,100,Work/study from home,Maybe,,4,
244,19-25,Male,Student in College,,9,4,1.5,3,2,0.0,0.5,0.5,0.5,0.0,0.5,1010,1001,Complete Physical Attendance,Yes,,9,
245,12-18,Male,Student in College,,9,7,1.5,4,3,-1.0,-1.0,0.0,1.0,-1.0,0.0,1,1111,Complete Physical Attendance,Yes,,9,
246,19-25,Male,Student in College,,5,4,0.5,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1000,1000,Complete Physical Attendance,Maybe,,5,
247,19-25,Male,Student in College,,9,5,2.5,2,4,0.0,-0.5,1.0,1.0,0.5,1.0,1100,1111,Complete Physical Attendance,Yes,,9,
248,19-25,Male,Student in College,,9,4,2.5,1,1,0.0,-0.5,0.5,0.0,0.0,0.0,1010,1011,Complete Physical Attendance,Maybe,,9,
249,50-60,Male,Working Professional,Engineering,9,11,2.5,4,3,-0.5,-0.5,0.5,0.5,0.0,0.5,1100,1101,Complete Physical Attendance,Yes,,9,
250,19-25,Male,Student in College,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.0,-0.5,0.0,100,100,Complete Physical Attendance,No,,5,
251,19-25,Male,Student in College,,7,5,1.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,10,1101,Complete Physical Attendance,Yes,,7,
252,19-25,Female,Student in College,,7,11,0.5,4,2,0.0,-0.5,0.0,0.0,-1.0,0.0,1000,1000,Complete Physical Attendance,Maybe,,7,
253,19-25,Male,Student in College,,7,7,2.5,3,3,0.0,-0.5,0.5,0.5,0.0,0.0,1000,1,Complete Physical Attendance,Maybe,,7,
254,40-50,Male,Working Professional,Engineering,9,9,1.5,1,4,0.0,0.5,0.0,0.5,0.5,1.0,1000,1000,Work/study from home,Yes,,9,
255,19-25,Male,Student in College,,9,7,0.5,5,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1111,Complete Physical Attendance,Yes,,9,
256,19-25,Male,Student in College,,9,5,3.0,1,3,0.0,1.0,1.0,1.0,1.0,1.0,1111,1,Complete Physical Attendance,Yes,,9,
257,19-25,Male,Student in College,,4,7,0.5,4,3,0.5,-0.5,0.0,0.0,-0.5,0.5,1000,1101,Complete Physical Attendance,Yes,,4,
258,19-25,Female,Student in College,,5,5,0.5,4,4,-0.5,-1.0,-1.0,-0.5,-1.0,-1.0,1001,1111,Complete Physical Attendance,Maybe,,5,
259,12-18,Female,Student in College,,9,7,0.5,3,4,0.0,0.5,0.5,1.0,0.0,0.0,1110,1111,Complete Physical Attendance,Yes,,9,
260,19-25,Male,Working Professional,Engineering,7,7,0.5,2,2,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1000,1001,Complete Physical Attendance,Maybe,,7,
261,19-25,Male,Student in College,,7,5,1.5,3,2,0.0,-0.5,0.0,-0.5,-0.5,0.0,110,100,Complete Physical Attendance,No,,7,
262,40-50,Female,Homemaker,,5,9,0.5,1,2,0.5,0.0,0.5,0.5,0.0,0.0,100,10,Work/study from home,Maybe,,5,
263,19-25,Male,Student in College,,7,7,0.5,5,4,-1.0,-0.5,-1.0,-1.0,-0.5,-1.0,1110,1000,Complete Physical Attendance,Maybe,,7,
264,19-25,Male,Working Professional,Engineering,7,4,0.5,3,3,-0.5,0.5,0.5,0.5,0.5,0.5,1,1,Complete Physical Attendance,Maybe,,7,
265,12-18,Male,Student in College,,7,9,0.5,4,3,-0.5,-1.0,0.5,0.5,-0.5,0.0,100,1110,Complete Physical Attendance,No,,7,
266,19-25,Female,Working Professional,Other,9,9,0.5,3,2,0.5,1.0,0.5,1.0,1.0,1.0,1011,1111,Complete Physical Attendance,Yes,,9,
267,40-50,Male,Working Professional,Engineering,9,12,1.5,3,3,0.0,0.5,-1.0,-1.0,-1.0,-1.0,1000,1000,Work/study from home,Yes,,9,
268,26-32,Male,Student in College,,12,12,0.5,2,1,0.5,0.5,0.5,0.5,0.5,0.5,1100,1,Work/study from home,Yes,,12,
269,33-40,Male,Currently Out of Work,,5,7,2.5,4,4,-0.5,0.5,0.5,0.5,1.0,0.5,101,1100,Work/study from home,Yes,,5,
270,60+,Female,Homemaker,,4,4,0.5,4,4,0.0,0.5,0.5,0.5,0.5,0.5,1010,1001,Work/study from home,Yes,,4,
271,19-25,Male,Working Professional,Architect,7,7,1.5,4,2,-0.5,0.0,-0.5,0.0,-0.5,-0.5,1000,1000,Work/study from home,Maybe,,7,
272,19-25,Male,Student in College,,7,5,1.5,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1000,100,Complete Physical Attendance,No,,7,
273,19-25,Male,Student in College,,9,4,0.5,3,3,0.5,-0.5,0.5,0.5,0.5,0.0,111,1100,Complete Physical Attendance,Yes,,9,
274,19-25,Male,Student in College,,7,11,0.5,3,3,1.0,-1.0,1.0,-1.0,-1.0,1.0,10,1111,Complete Physical Attendance,Maybe,,7,
275,12-18,Male,Student in College,,7,5,1.5,5,5,0.0,0.5,-0.5,0.0,-0.5,-0.5,100,1111,Complete Physical Attendance,Maybe,,7,
276,19-25,Male,Student in College,,9,4,1.5,3,1,-0.5,-1.0,0.0,0.0,-0.5,-0.5,1000,1110,Complete Physical Attendance,Maybe,,9,
277,19-25,Male,Student in College,,5,7,0.5,1,1,1.0,0.5,1.0,1.0,1.0,1.0,1110,1,Work/study from home,Yes,,5,
278,60+,Male,Currently Out of Work,,4,4,0.5,5,2,-1.0,1.0,1.0,1.0,1.0,1.0,1110,100,Work/study from home,Maybe,,4,
279,50-60,Female,Homemaker,,7,9,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,100,100,Work/study from home,Maybe,,7,
280,12-18,Female,Student in School,,7,7,0.5,1,4,-0.5,-0.5,1.0,1.0,1.0,1.0,1,1,Work/study from home,Yes,,7,
281,33-40,Male,Working Professional,Teaching,11,11,1.5,4,3,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Complete Physical Attendance,No,,11,
282,60+,Male,Currently Out of Work,,4,4,1.5,5,5,-0.5,1.0,1.0,1.0,1.0,1.0,1110,1,Work/study from home,Yes,,4,
283,60+,Male,Working Professional,Other,9,7,1.5,5,2,-0.5,1.0,1.0,1.0,1.0,1.0,1110,1,Work/study from home,Yes,,9,
284,33-40,Prefer not to say,Entrepreneur,,9,9,0.5,2,1,1.0,-0.5,1.0,1.0,1.0,1.0,1110,1001,Complete Physical Attendance,Maybe,,9,
285,40-50,Male,Medical Professional aiding efforts against COVID-19,,7,12,1.5,5,5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,7,
286,40-50,Male,Working Professional,Government Employee,7,12,2.5,4,3,-0.5,-1.0,-0.5,-1.0,-1.0,-0.5,110,1,Work/study from home,No,,7,
287,60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,
288,50-60,Female,Homemaker,,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
289,26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,
290,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
291,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
292,19-25,Male,Student in College,,7,5,1.5,1,4,-0.5,-0.5,0.0,0.0,0.0,0.0,1010,1100,Work/study from home,Maybe,,7,
293,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
294,26-32,Female,Entrepreneur,,11,12,3.0,2,3,1.0,0.0,0.5,0.5,0.5,-0.5,100,1011,Complete Physical Attendance,Yes,,11,
295,19-25,Male,Student in College,,7,4,0.5,2,3,0.0,0.0,-1.0,1.0,0.0,-1.0,100,101,Work/study from home,Yes,,7,
296,19-25,Female,Student in College,,7,5,1.5,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1000,1000,Complete Physical Attendance,Yes,,7,
297,50-60,Female,Working Professional,Engineering,12,12,1.5,1,1,1.0,1.0,-0.5,0.5,0.5,0.0,1101,1100,Work/study from home,Yes,,12,
298,26-32,Female,Entrepreneur,,11,12,3.0,2,3,1.0,0.0,0.5,0.5,0.5,-0.5,100,1011,Complete Physical Attendance,Yes,,11,
299,33-40,Female,Working Professional,Teaching,9,9,1.5,2,2,0.5,0.5,0.5,1.0,0.5,0.5,1100,1001,Work/study from home,Yes,,9,
300,12-18,Male,Student in School,,7,5,0.5,4,2,-0.5,0.0,0.5,1.0,0.0,0.0,100,1000,Complete Physical Attendance,No,,7,
301,19-25,Male,Working Professional,Engineering,7,4,0.5,3,3,-0.5,0.5,0.5,0.5,0.5,0.5,1,1,Complete Physical Attendance,Maybe,,7,
302,19-25,Male,Student in College,,9,5,1.5,2,4,-0.5,-0.5,1.0,1.0,0.5,0.5,100,1111,Complete Physical Attendance,Maybe,,9,
303,19-25,Male,Student in College,,7,4,0.5,2,2,-0.5,0.0,-0.5,-1.0,0.0,-1.0,1000,1101,Complete Physical Attendance,Yes,,7,
304,19-25,Male,Student in College,,7,7,0.5,5,4,-1.0,0.0,-0.5,0.0,-1.0,-1.0,1100,1101,Complete Physical Attendance,No,,7,
305,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,1.0,0.0,-1.0,1.0,10,1111,Complete Physical Attendance,Yes,,7,
306,12-18,Female,Student in College,,7,12,1.5,1,3,1.0,-1.0,0.0,-1.0,1.0,-0.5,1111,1100,Work/study from home,Yes,,7,
307,40-50,Female,Entrepreneur,,9,12,1.5,4,4,-0.5,-1.0,0.0,-1.0,0.0,0.0,100,1011,Complete Physical Attendance,Maybe,,9,
308,19-25,Male,Working Professional,Engineering,9,9,0.5,4,2,-0.5,-0.5,1.0,0.0,-0.5,0.5,1000,1110,Complete Physical Attendance,Maybe,,9,
309,19-25,Female,Student in College,,9,5,0.5,5,4,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,10,1101,Complete Physical Attendance,Maybe,,9,
310,26-32,Male,Working Professional,Other,7,5,0.5,3,5,-0.5,-0.5,-0.5,0.5,0.0,-0.5,1010,1101,Complete Physical Attendance,Yes,,7,
311,33-40,Male,Working Professional,Engineering,9,9,0.5,2,2,0.5,0.5,0.5,1.0,0.0,0.5,1100,1,Work/study from home,Yes,,9,
312,40-50,Female,Medical Professional aiding efforts against COVID-19,,9,4,2.5,3,5,-0.5,0.0,0.0,0.5,0.0,0.0,10,1000,Complete Physical Attendance,No,,9,
313,26-32,Male,Student in College,,9,12,0.5,4,4,-0.5,-1.0,-1.0,-0.5,-1.0,-0.5,1110,1111,Complete Physical Attendance,Maybe,,9,
314,40-50,Male,Working Professional,Management,9,9,1.5,1,1,1.0,0.5,1.0,1.0,0.5,0.5,1100,1101,Work/study from home,Yes,,9,
315,40-50,Male,Working Professional,Management,9,9,0.5,3,3,0.5,0.0,0.5,0.5,0.5,0.5,1000,100,Work/study from home,Yes,,9,
316,50-60,Male,Working Professional,Management,11,11,1.5,3,3,-0.5,0.0,0.5,0.5,0.5,0.5,100,1000,Work/study from home,Yes,,11,
317,26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
318,26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0.0,0.0,1111,110,Complete Physical Attendance,Maybe,,9,
319,26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
320,40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
321,26-32,Male,Working Professional,Engineering,9,9,1.5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,,9,
322,26-32,Male,Working Professional,Engineering,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Work/study from home,Yes,,9,
323,26-32,Male,Working Professional,Engineering,11,12,0.5,3,3,0.0,0.0,-1.0,-1.0,0.0,0.0,11,1010,Complete Physical Attendance,Maybe,,11,
324,26-32,Male,Entrepreneur,,5,5,0.5,3,4,-0.5,-1.0,0.5,0.0,0.0,0.0,1111,1101,Complete Physical Attendance,Yes,,5,
325,26-32,Male,Working Professional,Other,7,5,1.5,3,3,-0.5,0.0,0.5,0.5,0.5,0.5,100,1000,Work/study from home,No,,7,
326,33-40,Male,Working Professional,Other,7,7,3.0,2,5,-0.5,0.5,-0.5,0.5,0.5,0.5,1000,100,Complete Physical Attendance,Yes,,7,
327,50-60,Male,Working Professional,Management,9,9,0.5,2,4,-1.0,0.0,0.5,0.5,-0.5,0.0,1100,1,Complete Physical Attendance,Yes,,9,
328,33-40,Male,Working Professional,Other,11,11,2.5,4,4,0.0,0.0,0.0,-1.0,0.0,-1.0,111,1111,Complete Physical Attendance,Yes,,11,
329,26-32,Male,Working Professional,Engineering,7,9,2.5,3,3,0.5,0.5,0.5,1.0,0.0,0.5,1100,1110,Complete Physical Attendance,Maybe,,7,
330,26-32,Female,Working Professional,Management,9,12,0.5,2,5,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,1000,1111,Complete Physical Attendance,Yes,,9,
331,40-50,Male,Working Professional,Management,9,11,0.5,2,2,0.5,0.0,0.0,1.0,0.0,0.0,1100,1111,Complete Physical Attendance,No,,9,
332,26-32,Prefer not to say,Working Professional,Management,11,11,2.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1000,1001,Complete Physical Attendance,Maybe,,11,
333,26-32,Male,Working Professional,Management,9,11,1.5,3,2,0.5,1.0,0.0,1.0,0.5,0.5,1010,1101,Complete Physical Attendance,Yes,,9,
334,40-50,Male,Working Professional,Management,7,9,0.5,2,2,-0.5,0.0,0.5,0.5,0.0,0.5,1100,1010,Complete Physical Attendance,Yes,,7,
335,40-50,Male,Working Professional,Management,9,11,0.5,2,1,1.0,0.5,0.5,1.0,1.0,1.0,1100,1010,Complete Physical Attendance,Yes,,9,
336,26-32,Male,Working Professional,Management,7,9,0.5,2,1,0.5,0.0,0.5,0.5,0.5,0.5,1100,1000,Work/study from home,Yes,,7,
337,40-50,Male,Working Professional,Engineering,9,11,0.5,3,2,0.0,-0.5,0.0,-0.5,-0.5,-0.5,1000,1101,Work/study from home,Yes,,9,
338,26-32,Male,Working Professional,Other,9,7,1.5,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1101,1100,Work/study from home,Yes,,9,
339,40-50,Male,Working Professional,Engineering,9,12,1.5,2,1,1.0,0.0,-0.5,-0.5,0.5,0.0,1000,1,Work/study from home,Yes,,9,
340,26-32,Male,Working Professional,Other,9,7,1.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1110,10,Work/study from home,Yes,,9,
341,26-32,Male,Working Professional,Engineering,9,12,0.5,3,3,0.0,-1.0,0.0,0.0,0.0,0.0,1100,1111,Complete Physical Attendance,Yes,,9,
342,26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.0,0.0,-0.5,1.0,0.5,0.0,1111,1010,Complete Physical Attendance,Yes,,9,
343,19-25,Male,Working Professional,Other,9,4,0.5,2,2,0.5,-0.5,0.0,1.0,-1.0,-0.5,100,1101,Complete Physical Attendance,Yes,,9,
344,50-60,Female,Working Professional,Teaching,9,11,1.5,3,2,0.0,-0.5,0.5,0.0,0.0,0.0,1000,11,Complete Physical Attendance,No,,9,
345,26-32,Male,Working Professional,Engineering,9,12,0.5,4,5,0.0,-0.5,-0.5,0.0,-0.5,-0.5,100,1100,Complete Physical Attendance,No,,9,
346,40-50,Male,Working Professional,Management,9,9,2.5,2,4,-0.5,0.0,-1.0,-0.5,0.0,0.0,1000,1100,Complete Physical Attendance,Maybe,,9,
347,50-60,Male,Working Professional,Management,9,5,1.5,2,1,-0.5,-0.5,-0.5,0.5,0.0,0.5,1000,11,Complete Physical Attendance,Yes,,9,
348,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
349,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
350,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
351,40-50,Female,Working Professional,Teaching,9,12,0.5,2,3,0.0,-0.5,0.0,-0.5,-0.5,-0.5,100,1,Complete Physical Attendance,Maybe,,9,
352,40-50,Female,Working Professional,Teaching,9,11,0.5,3,3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1000,Complete Physical Attendance,Yes,,9,
353,40-50,Female,Working Professional,Teaching,7,9,0.5,3,3,0.0,-1.0,-0.5,0.0,-0.5,-0.5,1000,1110,Complete Physical Attendance,Maybe,,7,
354,33-40,Male,Working Professional,Engineering,9,11,0.5,1,2,0.0,-1.0,0.0,0.0,0.0,-0.5,1111,1101,Work/study from home,Yes,,9,
